date_inicial,date_final,IrrDia_1,th1_dia1,th1_dia2,th1_dia3,th2_dia1,th2_dia2,th2_dia3,MinTemp_dia1,MinTemp_dia2,MinTemp_dia3,MaxTemp_dia1,MaxTemp_dia2,MaxTemp_dia3,Precipitation_dia1,Precipitation_dia2,Precipitation_dia3,ReferenceET_dia1,ReferenceET_dia2,ReferenceET_dia3
1992-07-13,1992-07-15,0.0055554538330145,0.2188933062129194,0.1943408728503985,0.1694473142649842,0.2206638624787999,0.2200608708868297,0.220005598042177,5.59,0.46,-2.95,11.25,11.31,11.4,1.85,0.0,0.0,1.8863255485783537,2.2736895468006284,2.307336863623816
1992-07-16,1992-07-18,7.519355858541435,0.2226402763775947,0.19858501975887,0.1712289039242019,0.220000514969126,0.2202194589901956,0.2200201669277382,-1.24,-2.38,-3.19,11.54,9.71,13.49,0.03,0.04,0.0,2.0688403614094346,2.04674054422523,2.6953533925054507
1992-07-19,1992-07-21,7.756620380392588,0.216300162009881,0.1888494548826415,0.1649595229100409,0.2200018550411185,0.2200001706501167,0.2200000156986839,0.47,-0.2,-2.7,16.43,13.49,10.77,0.0,0.0,0.0,3.061531970506545,2.6015774983610545,2.2784737327705464
1992-07-22,1992-07-24,7.888993197260065,0.220965637913588,0.1980645238607433,0.1734930410916303,0.2200000014441763,0.2200803500043329,0.2200073887449455,-4.56,-4.37,-4.01,9.85,8.85,10.93,0.0,0.0,0.0,2.197383097537835,2.1302966961286725,2.395450379304834
1992-07-25,1992-07-27,7.107148276911311,0.2233805728957443,0.1921688533555753,0.1628660644503443,0.2200006796915385,0.2202786233450969,0.2200255962817802,0.48,0.21,0.34,9.65,14.58,15.68,0.0,0.0,0.0,2.0827417864876345,2.7916792138948603,2.9361092521346936
1992-07-28,1992-07-30,8.560278890523112,0.2156354458976981,0.1925018630838496,0.1700598615951211,0.2200023543934595,0.2200002165863196,0.2200000199245069,3.54,3.98,1.72,19.16,14.77,12.95,0.08,0.41,0.09,3.406067138653748,2.789868747641705,2.436377925725689
1992-07-31,1992-08-02,7.33884646413743,0.2241172592344255,0.1908851795126912,0.1689213533396616,0.2200000018329244,0.2203382471102553,0.2200310645782506,-0.79,-2.95,0.14,10.05,14.73,12.3,0.0,0.0,0.0,2.032414161523648,3.145848022854712,2.380954229481812
1993-04-17,1993-04-19,2.976225274419332,0.201093585102733,0.3734761754371674,0.2192675097536275,0.22,0.261702888008869,0.2228560438206571,13.07,17.94,13.26,28.76,28.69,19.94,0.03,27.63,1.64,4.755914946810721,3.320347687530238,1.702640948564463
1993-04-20,1993-04-22,1.872905043420909,0.2018910122398126,0.1807144709040497,0.1646317169309904,0.2202590305696677,0.2200237986574549,0.220002189064064,8.19,7.46,6.6,21.26,18.09,19.15,0.0,0.0,0.0,3.541993377877578,3.045701981004172,3.093224765135332
1993-04-23,1993-04-25,8.942547241648871,0.2115665336177383,0.1693786439366479,0.1417423700980865,0.2200002013774349,0.2200000185253916,0.2200000017042149,7.3,8.26,9.94,21.47,24.32,23.26,0.0,0.0,0.0,3.862786884521893,3.953309245972169,4.027017480994927
